,fname,dialogue
3067,train_3067,"#Person1#: 안녕하세요. 넬슨 씨이신가요? 이쪽은 린다입니다.
#Person2#: 안녕하세요, 린다 양. 무엇을 도와드릴까요?
#Person1#: 지금 당신을 찾아가는 중인데, 길을 잃었습니다.
#Person2#: 그런 일이 있었군요. 지금 어디에 계신가요, 린다 양?
#Person1#: 정확히는 모르겠습니다. 제가 뉴햄프셔 거리 어딘가에 있는 것 같아요. 서점에서 전화하고 있습니다.
#Person2#: 뉴햄프셔 거리에 있는 서점이군요. 그곳은 모퉁이에 있지 않나요?
#Person1#: 네, 그렇습니다. 그리고 다른 모퉁이에는 식당이 보입니다.
#Person2#: 이제 거의 어디에 계신지 알 것 같습니다. 당신은 두 번째 모퉁이에서 꺾었군요. 철도역에서 첫 번째 모퉁이에서 꺾어야 했습니다.
#Person1#: 그랬군요? 그럼 첫 번째 모퉁이로 돌아가겠습니다.
#Person2#: 그게 더 좋을 것 같습니다. 일방 통행 표지판을 보실 수 있을 거예요. 그곳에서 왼쪽으로 꺾으세요. 경사를 올라가면 6층 아파트가 보일 거예요. 제 방은 3층에 있습니다.
#Person1#: 이번에는 분명히 잘 찾아갈 수 있을 것 같습니다. 감사합니다.
#Person2#: 기다리고 있을게요. 안녕히."
3069,train_3069,"#Person1#: . . . 알았어. 너가 레즈비언이라는 걸 항상 알고 있었어! 
#Person2#: 그녀는 나의 룸메이트일 뿐, 데이트 상대가 아니야. [to Yi-jun] D-man, 즉 바보 같은 사람. 
#Person1#: 하하. 여전히 유머 감각이 좋구나. 내 명함이야. 나는 중고차를 팔아. 우리 차는 신뢰할 수 있는 차야! 
#Person2#: 알았어. 너, 예전에 Sheryl이랑 사귀지 않았어? 
#Person1#: 사랑스러운 여자애. 그래, D-man이 한 여자만을 위한 남자가 될 수 없다고 말했을 때 그녀의 마음을 상하게 했지. 
#Person2#: 오? 너를 헤어졌다고 들었어. 어쨌든, 그녀는 바로 저기 있어. 오, Sheryl! "
3070,train_3070,"#Person1#: 누구 있어? 제니! 
#Person2#: 나 주방에 있어. . . 직접 들어와! 
#Person1#: 와! 정말 열심히 하고 있네! 
#Person2#: 알아. 나도 땀이 나. 
#Person1#: 요리 프로그램 진행자 같아보여--그런데 더 지저분하게."
3074,train_3074,"#Person1#: 아시다시피, 우리는 방과 후에 무언가 할 수 있는 것을 생각해야 해요. 제 삶은 학교, 숙제, 그리고 학교로 이루어져 있어요. 이젠 꽤 지루해지고 있어요.
#Person2#: 그래, 우리는 정말로 방과 후 클럽을 찾아야 해요.
#Person1#: 하지만 우리 학교에는 재미있는 클럽이 없어요.
#Person2#: 헤이, 우리는 언제든지 우리만의 클럽을 만들 수 있어요.
#Person1#: 하지만 우리는 사람들이 실제로 관심이 있는지 먼저 확인해야 해요.
#Person2#: 오, 그래. 우리는 몇 가지 준비를 해야 하지만, 무언가를 시작하기 전에, 우리를 후원할 중요한 사람이 있는지 반드시 확인해야 해요.
#Person1#: 흠...누가 우리를 후원할까요? 모두가 바쁘게 보였어요."
3076,train_3076,"#Person1#: 헤이, 조. 이 백화점에서 뭘 하고 있어?
#Person2#: 안녕, 리타. 나, 신발 한 켤레를 찾고 있어. 그리 오래 있진 않을 거야.
#Person1#: 왜 그래? 나 신발 쇼핑 갈 때는 운동화 선택지가 너무 많아서 모든 선택지를 보는 데 시간이 좀 걸려.
#Person2#: 그게 문제야. 나한테는 선택지가 많지 않아.
#Person1#: 무슨 말이야? 이건 큰 상점이잖아?
#Person2#: 그래, 하지만 내 발이 특이하게 크거든. 그것도 문제지만 내 발이 너무 넓어서, 내가 신을 수 있는 신발을 판매하는 브랜드가 몇 개 없어.
#Person1#: 그럼 보통 어떻게 신발을 사?
#Person2#: 먼저, 내게 다양한 선택지를 보장해줄 수 있는 몇몇 상점에만 갈 수 있어.
#Person1#: 그럼 넌 맞는 상점에 왔어. 이곳에 없으면 어디에도 없을 거야.
#Person2#: 그 다음에는 내가 신을 수 있는 것을 알고 있는 몇몇 브랜드 중에서 선택해. 나는 흰색을 선호해서 내 사이즈의 흰색 운동화 한 켤레를 가져다 달라고 부탁해. 보통 내 기준을 충족하는 신발 한 두 켤레만 주어지기 때문에 선택하기가 아주 쉬워."
3081,train_3081,"#Person1#: 여행이 어떤가요?
#Person2#: 잘 모르겠어요. 아마 강을 따라 배를 타고 가고 싶을 것 같아요.
#Person1#: 흥미롭군요. 저도 함께 가겠습니다.
#Person2#: 위험하지 않을까요?
#Person1#: 걱정하지 마세요. 사람들이 많아요. 우리는 관광단에 합류할 것입니다.
#Person2#: 그게 더 좋겠네요."
3090,train_3090,"#Person1#: 안녕하세요, 제 소개를 드리겠습니다. 저는 새로 이사 온 이웃입니다. 제 이름은 앤디입니다.
#Person2#: 안녕하세요, 앤디님. 저는 주디입니다. 만나서 반갑습니다.
#Person1#: 저도 만나서 반갑습니다.
#Person2#: 시간 있을 때 집에 놀러 오세요.
#Person1#: 초대해주셔서 감사합니다. 꼭 갈게요!"
3091,train_3091,"#Person1#: 토마스, 제가 부엌에서 바쁘니까 식탁 차려주실 수 있을까요?
#Person2#: 물론이죠! 물건들은 어디에 있나요?
#Person1#: 다 여기 있어요.
#Person2#: 알겠습니다! 바로 해볼게요.
#Person1#: 정말 감사합니다. 대단히 고마워요."
3092,train_3092,"#Person1#: 정말 오늘 입으신 옷 너무 좋아요.
#Person2#: 그래요? 이 옷은 며칠 전에 새로 샀어요.
#Person1#: 진짜요, 너무 잘 어울려요. 어디서 샀어요?
#Person2#: Santa Anita 쇼핑몰의 Macy's에서 샀어요.
#Person1#: 정말 그 옷 좋아요.
#Person2#: 감사합니다. 오늘 당신도 멋져 보여요.
#Person1#: 감사합니다. 오늘 이 신발을 새로 샀어요.
#Person2#: 그 신발 좋네요. 무슨 신발인가요?
#Person1#: 이건 Chucks 신발이에요.
#Person2#: 정말 좋아요. 얼마에 샀어요?
#Person1#: 40달러에 샀어요.
#Person2#: 저도 Chucks 한 켤레 사러 가야겠어요."
3096,train_3096,"#Person1#: 겨울이 오면 좋겠어요.
#Person2#: 그게 왜죠?
#Person1#: 왜냐하면 저는 눈을 좋아하거든요.
#Person2#: 네, 눈은 재미있죠.
#Person1#: 작년에 우리는 큰 눈사람을 만들었어요.
#Person2#: 얼마나 크게 만들었나요?
#Person1#: 두 미터 정도였어요.
#Person2#: 얼마나 걸렸나요?
#Person1#: 하루 종일 걸렸어요.
#Person2#: 코를 달았나요?
#Person1#: 물론이죠. 우리는 큰 당근을 코로 달았어요.
#Person2#: 올해는 제가 도와드릴게요."
3100,train_3100,"#Person1#: 안녕하세요, ABC 회사입니다.
#Person2#: 안녕하세요, 모리스 피트입니다. 벨 씨와 통화하고 싶습니다.
#Person1#: 잠시만요. 죄송합니다. 현재 그분이 사무실에 없습니다. 전화번호를 남기시겠습니까? 그분이 돌아오시면 전화드리라고 말씀드리겠습니다.
#Person2#: 사무실로 전화해 주시면 됩니다. 그분이 제 번호를 알고 있습니다.
#Person1#: 물론입니다."
3102,train_3102,"#Person1#: 당신은 무슨 일을 하시나요?
#Person2#: 저는 소방관입니다.
#Person1#: 정말요? 그거 정말 멋있네요.
#Person2#: 정말 좋아하는 일을 할 수 있어서 행운이라고 생각합니다.
#Person1#: 어느 소방서에서 일하시나요?
#Person2#: 저는 시내 24번 소방서에서 일합니다. 가끔은 좀 미친 듯이 바쁘지만 그게 도전적인 것 같아요."
3104,train_3104,"#Person1#: Bob Gordon입니다.
#Person2#: 안녕하세요, Bob. Ann입니다. 모든 게 어떻게 진행되고 있나요?
#Person1#: 잘 있습니다. 당신은요?
#Person2#: 아, 그럭저럭입니다. 듣고, Bob, 다음주 목요일에 대해 이야기하고 싶어요. 잊지 않으셨죠?
#Person1#: 아니요, 아니요. 일정에 적어놨습니다. 확인해보세요. 목요일, 14일, 버밍엄에서의 회의, 언제 어디서인지는 모르겠네요.
#Person2#: 그래요. 그게 Don White가 전해달라고 한 내용입니다. 버밍엄에서 열려요. Rose에서 11시 15분에요.
#Person1#: Rose 호텔인가요?
#Person2#: 네, 공원 맞은편에 있는 그 호텔, 이제 시간은 알았죠? 11시 15분, 괜찮죠?
#Person1#: 네, 좋아요, 11시 15분. 몇 분 늦을 수도 있어요. 여기서 8시 10분에 출발하는 기차를 탈 거예요. 당신은 어떤 기차를 타나요?
#Person2#: 저는 10시 17분에 출발하는 기차를 탈 거예요. 대략 10시 45분에 도착해요.
#Person1#: 알겠습니다. 그럼 목요일에 뵙겠습니다. 그럼 이만.
#Person2#: 안녕히 계세요, Bob."
3110,train_3110,"#Person1#: 나 늦었나요?
#Person2#: 아니요, 아직 한 시간 15분이나 남았어요. 비행기는 9시 30분에 출발해요.
#Person1#: 정말 신나네요.
#Person2#: 모든 것을 다 챙겼나요?
#Person1#: 네, 티켓과 여행자 수표를 챙겼어요.
#Person2#: 그리고 여권은요?
#Person1#: 네, 걱정 마세요."
3112,train_3112,"#Person1#: 당신의 3.5 퍼센트 지분은 최소한 백만 달러의 가치가 있을 거예요. 
#Person2#: 저는 동기부여가 필요해요, Vince. 다중 동기부여. 즉, 수백만 달러 말이에요. 
#Person1#: 만약 저가 거절한다면요? 
#Person2#: WebTracker라는 걸 들어본 적 있나요? 
#Person1#: 그럴리가 없어요! 당신이 떠나면 아무것도 못 벌 거예요. 
#Person2#: 남아도 아무것도 못 벌 수도 있어요. 그런 위험을 감수하려면, 부자가 되고 싶어요. 
#Person1#: 알았어. 만약 당신이 WebTracker보다 먼저 Stars.com 계정에 서명한다면, 다음 주에 이야기하자."
3113,train_3113,"#Person1#: 안녕하세요, 제 이름은 조지입니다. 오늘 저녁에 여러분의 웨이터가 될 예정입니다. 주문하실 준비가 되셨나요, 아니면 조금 더 시간이 필요하신가요? 
#Person2#: 지금 주문할게요. 로스트 치킨과 옆으로 옥수수를 주세요. 
#Person1#: 그리고 식사 전에 애피타이저는 어떠신가요? 오늘의 수프는 맛있는 토마토 수프입니다. 
#Person2#: 수프는 패스하겠습니다만, 가든 샐러드는 주세요. 
#Person1#: 음료는 무엇을 드릴까요? 
#Person2#: 네, 아이스티 한 잔 주세요. 
#Person1#: 알겠습니다. 잠시 후에 음료와 샐러드를 가져다 드리겠습니다. 
#Person2#: 감사합니다."
3114,train_3114,"#Person1#: 저는 존이 반 시간 안에 여기 올 것 같아요, 우리 먼저 시작해볼까요? 
#Person2#: 좋아요. 웨이터, 메뉴 좀 주세요. 
#Person3#: 여기 있습니다. 무엇으로 시작하시겠어요? 
#Person1#: 그냥 와인 좀 주세요. 우리는 아직 친구를 기다리고 있어요. "
3115,train_3115,"#Person1#: 만나서 반갑습니다. 저는 마크 랄코프입니다. 
#Person2#: 만나서 반가워요. 
#Person1#: 혹시 이름을 알 수 있을까요? 
#Person2#: 저는 로즈 텔러입니다. 어디선가 당신을 본 것 같은데요? 
#Person1#: 아, 그렇군요. 이제 기억이 나네요. 지난달에 존 씨의 저녁 파트너셨나요? 
#Person2#: 네, 맞아요. 당신은 3M에서 일하시죠? 
#Person1#: 그랬지만 지금은 마이크로소프트에서 일하고 있습니다. 당신은 어떻게 지내세요? 
#Person2#: 좋아요. 
#Person1#: 혹시 어떤 일을 하시는지 알 수 있을까요? 저는 패션 디자이너입니다. 다음 달에 패션쇼가 있어요. 오셨으면 좋겠어요. 티켓을 몇 장 드릴 수 있습니다. 친구를 데리고 오셔도 좋아요. 
#Person2#: 그럼요. 좋겠어요. 행운을 빕니다. 
#Person1#: 감사합니다. "
3120,train_3120,"#Person1#: 안녕, 메리야. 산책 나가볼래?
#Person2#: 음, 나가고 싶긴 한데, 이 책을 샤오밍에게 돌려줘야 해.
#Person1#: 그런데 지난 주 이 날에 빌린 거 아니야? 별로야?
#Person2#: 아니, 좋아. 사실, 그저께 다 읽었어.
#Person1#: 그럼 나랑 같이 갈래?
#Person2#: 좋아."
3121,train_3121,"#Person1#: 헤이, 존. 일어나봐.
#Person2#: 지금 몇 시야, 쉴라? 나 여기서 얼마나 있었어?
#Person1#: 음... 대략 2시간 정도? 나는 도서관이 잠을 자기에는 조용한 장소라고 생각해.
#Person2#: 맞는 말이야. 항상 열심히 공부하려고 하지만, 곧바로 졸음이 차오르더라고. 아마 여기가 너무 조용해서 그런 것 같아.
#Person1#: 너 에드워즈 칼슨의 심리학 수업을 생각하고 있었지?
#Person2#: 응, 그는 좋은 선생님이야. 하지만 그는 마치 지상에 내려와 있는 것 같지 않아. 그는 수업 내내 혼자서 말하고 있는 것 같았어. 그래서 모두가 졸음이 왔어.
#Person1#: 너는 내가 리버스 교수님의 역사 수업에 있었더라면 좋았을 텐데. 그는 항상 학생들에게 수업 후에 정보를 수집하도록 격려해. 그의 학생들 중 일부는 정말 대단해. 한 번 학생이 일어나서 그에게 미국 혁명에 큰 기여를 한 6명의 여성을 말하라고 도전했어. 그건 정말로 그를 놀라게 했어. 그는 단지 3명만 말했어.
#Person2#: 그건 정말로 선생님에게 부끄러운 일이었겠어.
#Person1#: 특히 그 학생이 그에게 열 몇 명의 이름을 말하기 시작했을 때야. 하지만 마지막에는 선생님이 그녀를 칭찬했어.
#Person2#: 결국, 많은 학생들이 하나라도 말할 수 있을지 의심스러워. 이건 정말 다른 문제야.
#Person1#: 그건 사실이야. 나도 확실히 할 수 없어."
3122,train_3122,"#Person1#: 당신의 아파트는 어떤 모습인가요?
#Person2#: 그것은 캠퍼스 내에 위치한 3층 건물의 가구가 완비된 2베드룸 아파트입니다.
#Person1#: 캠퍼스 주택에서 생활하는 것은 어떤가요?
#Person2#: 생각했던 것만큼 나쁘지 않아요. 주변에 사는 신입생들이 특히 주말에는 정말 시끄럽지만, 임대료는 사립 주택보다 훨씬 저렴해요. 그래서 가치가 있어요.
#Person1#: 월세 외에 추가 비용을 내야 하나요?
#Person2#: 아니요, 모두 포함되어 있습니다. 게다가, 학생들은 주세를 내지 않아서 여기에 살면서 꽤 많은 돈을 절약하고 있어요.
#Person1#: 계약 기간은 얼마나 되나요?
#Person2#: 그게 문제죠. 계약은 6월에 끝나요. 그러나, 모든 학생들이 여름에 도시를 떠날 것이기 때문에, 그때 저렴한 곳을 찾을 수 있을지도 모르겠네요."
3127,train_3127,"#Person1#: 개인적인 약점이 무엇인가요?
#Person2#: 저는 말을 잘 못하는 편입니다. 처음 만난 사람들과 대화하는 것이 편하지 않습니다. 이것은 비즈니스에 좋지 않기 때문에, 저는 공개 연설을 공부하고 있습니다.
#Person1#: 당신은 리더인가요, 아니면 팔로워인가요?
#Person2#: 저는 사람들을 이끄는 것을 시도하지 않습니다. 저는 차라리 모두와 협력하고, 함께 일하여 일을 완료하는 것을 선호합니다.
#Person1#: 영어로 자신의 생각을 쉽게 이해시킬 수 있다고 생각하나요?
#Person2#: 네, 대부분의 상황에서 가능합니다.
#Person1#: 여행을 할 수 있나요?
#Person2#: 네, 저는 여행을 좋아합니다. 저는 젊고, 미혼입니다. 자주 여행하는 것은 저에게 문제가 아닙니다."
3128,train_3128,"#Person1#: 앨런, 이 프로젝트에 대한 당신의 노력 부족에 정말 실망했어요.
#Person2#: 봐요, 샐리. 나도 다른 사람들만큼이나 이 일에 투자했어요.
#Person1#: 아니요, 미안해요. 저는 동의하지 않아요. 당신이 전력을 다해 일하고 있다고 생각하지 않아요.
#Person2#: 그렇게 생각하시는군요. 미안합니다."
3129,train_3129,"#Person1#: 안녕하세요, 피스 호텔입니다. 무엇을 도와드릴까요?
#Person2#: 이번 일요일에 예약을 했습니다. 제 이름은 바비입니다
#Person1#: 네, 맞습니다. 당신의 방은 욕조가 있는 싱글룸입니다.
#Person2#: 지금 전화해서 예약을 취소하려고 합니다. 이번 주에 여러분의 도시에 갈 수 없습니다.
#Person1#: 알겠습니다, 예약을 취소하겠습니다.
#Person2#: 감사합니다."
3130,train_3130,"#Person1#: 새 차는 어떠세요?
#Person2#: 완벽해요. 더 좋을 수 없어요.
#Person1#: 왜 그렇게 말씀하시나요? 새 차 좀 볼 수 있을까요?
#Person2#: 물론이죠. ( Carl을 차고로 데려갑니다. )
#Person1#: 와, 이 새 차 정말 대단하네요! 반짝반짝 빛나고 아름다운 차네요.
#Person2#: 제 차는 그냥 꽃이에요. 운전하기가 매끄럽습니다.
#Person1#: 차의 선이 매우 세련되네요. 정말 좋아요.
#Person2#: 그렇게 말씀해주셔서 기뻐요. 저도 정말 만족하고 있어요.
#Person1#: 좋은 선택을 하셨네요."
